filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
camerayuv.ppm_10.h265,288.560546875,21.0527740738986,34.6368972915942,41.1962243184912,0.971138829058143,90.8142645918235,76.6817842083033
camerayuv.ppm_11.h265,244.3427734375,24.8626137558102,34.0203534826637,40.5798556654969,0.966829168763154,89.5981113893322,74.4788236783174
camerayuv.ppm_12.h265,202.9072265625,29.9397912184698,33.4371422751009,39.9978701032801,0.962261112011092,88.4481961889719,72.2493350830991
camerayuv.ppm_13.h265,165.189453125,36.7759556380576,32.9000693694208,39.4605186703844,0.957544925991548,87.3845531791761,70.0560256073964
camerayuv.ppm_14.h265,132.07421875,45.9968649256159,32.4068633515335,38.9679408965103,0.953066846469763,86.4073442376852,68.0704512839193
camerayuv.ppm_15.h265,106.9833984375,56.7845113234932,32.0000486128731,38.56152841833,0.949332013395338,85.5990088367868,66.4833503456459
camerayuv.ppm_16.h265,86.2431640625,70.4403655181004,31.6011801760058,38.1625609824459,0.945575063703929,84.8031616473711,64.9473653411226
camerayuv.ppm_17.h265,70.90234375,85.6812296843149,31.2464231947684,37.8085458434928,0.942387158315269,84.0945912511222,63.6897875307404
camerayuv.ppm_18.h265,58.9287109375,103.09066503157,30.89984909608,37.4633799673585,0.93944179241513,83.401071654483,62.563883385707
camerayuv.ppm_19.h265,50.361328125,120.628272251309,30.5534103590955,37.1152092856202,0.936564776113465,82.6982753217727,61.4963880487899
camerayuv.ppm_20.h265,43.849609375,138.541713064006,30.2214861692618,36.7846945384388,0.93362251652147,82.0274734485112,60.4366233181643
camerayuv.ppm_21.h265,38.8173828125,156.502050366047,29.873815171027,36.4378066646924,0.930438875967773,81.3188190636855,59.3250973176198
camerayuv.ppm_22.h265,34.1494140625,177.894706740256,29.5192832557075,36.0836310012947,0.927293556968149,80.5893605774441,58.2616401834759
camerayuv.ppm_23.h265,30.3681640625,200.045020419976,29.1263276670488,35.690597513361,0.923438388840975,79.7713035520202,57.0034516309522
camerayuv.ppm_24.h265,27.1640625,223.641069887834,28.7407413414025,35.3063411692852,0.919558944751192,78.9607898708321,55.7856685242418
camerayuv.ppm_25.h265,24.4013671875,248.961459959179,28.396968037546,34.9584398582881,0.916034414164601,78.2157406663244,54.7195854277088
