filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
bostonyuv.ppm_10.h265,636.3310546875,9.54691737146698,29.7333968853237,37.4418817551163,0.971265605113042,83.3577773821905,76.7481003643431
bostonyuv.ppm_11.h265,575.1025390625,10.5633336446456,28.9258213316402,36.6361411019735,0.966039806146633,81.7246270117774,74.0859465381118
bostonyuv.ppm_12.h265,517.578125,11.737358490566,28.1652998534906,35.8765596065849,0.960159619886682,80.1596060025425,71.2587316194495
bostonyuv.ppm_13.h265,463.849609375,13.0969173568683,27.4008797420352,35.1132619222015,0.953445129316748,78.5487581842709,68.2346441643624
bostonyuv.ppm_14.h265,413.177734375,14.7031156196968,26.6125749374405,34.3264658234037,0.945547901148518,76.827390232571,64.9364751748658
bostonyuv.ppm_15.h265,368.2939453125,16.4949765732513,25.8877506807056,33.6043756421022,0.937310743682356,75.1662738933823,61.77016759464
bostonyuv.ppm_16.h265,326.30078125,18.6177917709169,25.1728478106418,32.8910041049008,0.928292913594704,73.4137629417046,58.595867305665
bostonyuv.ppm_17.h265,285.919921875,21.2472078201529,24.4332621114098,32.1541863548216,0.918112025866098,71.4388672422972,55.3434626005028
bostonyuv.ppm_18.h265,249.998046875,24.3001898452332,23.7103405812233,31.4315188334271,0.907006975710515,69.2786277461024,52.1535155907595
bostonyuv.ppm_19.h265,217.2998046875,27.9567669595308,22.9970515855369,30.7243915999469,0.894820227344678,66.8847271862006,49.0315198311284
bostonyuv.ppm_20.h265,188.298828125,32.2625481023556,22.3220526642189,30.0488881449467,0.881936426747805,64.2828879082162,46.1067066217881
bostonyuv.ppm_21.h265,162.8583984375,37.3023439889187,21.6629727793222,29.3965208143851,0.867835750021484,61.4467626718522,43.2869982019295
bostonyuv.ppm_22.h265,140.4365234375,43.2579777062313,21.0398896199193,28.7780144612693,0.852655012503303,58.4711560194233,40.6305300523754
bostonyuv.ppm_23.h265,119.6826171875,50.7592509485537,20.3958057515306,28.1363118708568,0.835066730985687,55.1440327970327,37.9636044339666
bostonyuv.ppm_24.h265,102.6005859375,59.2101881728106,19.8163183705574,27.5630929667671,0.817638885043943,52.0506716279996,35.6795251566923
bostonyuv.ppm_25.h265,87.7568359375,69.2253764063074,19.2648189430061,27.011636002539,0.79864826369883,49.0624292886896,33.52032781704
