filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
buildingyuv.ppm_10.h265,420.109375,14.4605199538811,34.0945775804618,39.4160834727103,0.984023905209239,87.2964951863009,83.8924236664639
buildingyuv.ppm_11.h265,379.3955078125,16.0123139966178,33.3792062506084,38.7012277691144,0.981766106703029,85.8771065430002,82.5576290457157
buildingyuv.ppm_12.h265,340.900390625,17.8204547928567,32.6652826183246,37.9877565549777,0.979190727615193,84.4535983953944,81.0731396101658
buildingyuv.ppm_13.h265,305.65625,19.8752683774665,31.9702089357604,37.2935926083628,0.976261132942655,83.0587956376938,79.4324339194607
buildingyuv.ppm_14.h265,272.7080078125,22.2765735730681,31.2670027904976,36.5914978845799,0.972775263202378,81.6334359705806,77.5445843398236
buildingyuv.ppm_15.h265,242.9951171875,25.0005023570593,30.5614935968346,35.8862311286433,0.968831240403572,80.1797375972332,75.4899055161175
buildingyuv.ppm_16.h265,215.8125,28.1494352736751,29.8860526747043,35.2117453364105,0.964411472604593,78.7593559173372,73.2856377066437
buildingyuv.ppm_17.h265,190.6748046875,31.8605282431332,29.2160783676674,34.5430166389424,0.959609098421622,77.3089137325889,71.002782348618
buildingyuv.ppm_18.h265,167.90625,36.1809045226131,28.5511127705503,33.8778303290759,0.953799422535176,75.8065671071903,68.3890082499772
buildingyuv.ppm_19.h265,147.244140625,41.2580084627731,27.8964926684087,33.2240739844243,0.947378476213075,74.2484092471191,65.6772529205248
buildingyuv.ppm_20.h265,128.640625,47.2245839912547,27.2686266372076,32.5984551531076,0.940483554840904,72.6528674917874,62.9582331262593
buildingyuv.ppm_21.h265,111.701171875,54.3861796436502,26.6556144008106,31.9861089231005,0.932700654633627,70.958636357292,60.1110602219976
buildingyuv.ppm_22.h265,96.9833984375,62.6395867527263,26.0685432814584,31.4003991238786,0.924370863211759,69.1795930553748,57.3033089380197
buildingyuv.ppm_23.h265,84.443359375,71.9417138892101,25.5167506995119,30.8472787724523,0.915785139382314,67.3234883996974,54.645597077603
buildingyuv.ppm_24.h265,72.8857421875,83.349634889797,24.9542845079642,30.2875502255999,0.905817152285375,65.2400863140135,51.8320613050444
buildingyuv.ppm_25.h265,62.568359375,97.0938036522553,24.4030735042399,29.7379361371056,0.894837373595761,62.9712837219528,49.0356577045238
