filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
kitchenyuv.ppm_10.h265,282.6826171875,21.4905325995709,32.3845971541018,39.9321932436305,0.978192124098026,88.318305236061,80.5082153085784
kitchenyuv.ppm_11.h265,239.32421875,25.3839750599834,31.7654234474264,39.313379781103,0.974843861073389,87.0928977224416,78.6565685628668
kitchenyuv.ppm_12.h265,199.9150390625,30.3879089261552,31.2098370467064,38.7573319830441,0.97138528148528,85.9887182329068,76.8107833167194
kitchenyuv.ppm_13.h265,164.9560546875,36.8279904093775,30.7079993079988,38.2570181190298,0.967900839914042,84.9918183077283,75.0174103290456
kitchenyuv.ppm_14.h265,135.525390625,44.8255487180965,30.2697093865966,37.81957913521,0.964681693479338,84.116713613527,73.4175108776492
kitchenyuv.ppm_15.h265,111.158203125,54.6518370143904,29.8781729405036,37.4278147696998,0.961596018821349,83.3294417589703,71.9334789666334
kitchenyuv.ppm_16.h265,91.9140625,66.094347641309,29.525874886058,37.0778702922464,0.958877349673153,82.6226840589012,70.6648339355083
kitchenyuv.ppm_17.h265,76.7978515625,79.1037753843415,29.2018957075874,36.7528976442869,0.956445800785549,81.9627262232223,69.5601107901982
kitchenyuv.ppm_18.h265,65.8134765625,92.3063226151084,28.8862046437055,36.4374951759817,0.954204514079049,81.3181803178306,68.5661998472549
kitchenyuv.ppm_19.h265,57.3134765625,105.99601288146,28.5674921105848,36.1200732620989,0.951940673120363,80.6647281653769,67.5854234763322
kitchenyuv.ppm_20.h265,50.8330078125,119.50896201948,28.2515307641028,35.804512845454,0.950065106211722,80.0094455733748,66.7900653349952
kitchenyuv.ppm_21.h265,45.5087890625,133.490697624514,27.9039716196632,35.4569585973979,0.947736702699522,79.2799006432212,65.8238569678458
kitchenyuv.ppm_22.h265,41.26953125,147.203028868907,27.5609911084402,35.1140418664802,0.945319174375391,78.5504296968207,64.8448933141806
kitchenyuv.ppm_23.h265,37.4560546875,162.190066484161,27.1956732868963,34.7472650491924,0.942792572744546,77.7573426188039,63.8474413665433
kitchenyuv.ppm_24.h265,33.76171875,179.937521693856,26.7761498238285,34.3310610682218,0.939317490266885,76.8376781674374,62.517110116394
kitchenyuv.ppm_25.h265,31.0888671875,195.407570284278,26.3813578610222,33.9343623740106,0.936276900192157,75.9371148728893,61.3912901475182
