filename,size_KB,compress_ratio,SNR,PSNR,SSIM,PSNR2MOS,SSIM2MOS
character.ppm_10.h265,515.8359375,11.7770003180517,33.5945957970405,44.0770216722068,0.993140435731837,96.4868066410944,89.6153155410773
character.ppm_11.h265,418.505859375,14.5159257962898,33.0045536277169,43.4869708445858,0.992376114686237,95.3258183483735,89.114213493109
character.ppm_12.h265,341.2958984375,17.7998037122983,32.481264988288,42.9641373233039,0.991722000466961,94.296833425558,88.6885453009456
character.ppm_13.h265,271.92578125,22.3406547627598,32.0016337785042,42.4848784457584,0.991063843344773,93.3533244085313,88.2631850989692
character.ppm_14.h265,215.53515625,28.1856570672563,31.5492271429657,42.0323114787952,0.990450165556216,92.4620360789925,87.8692093312102
character.ppm_15.h265,172.5205078125,35.213204951857,31.140867376533,41.6243617772632,0.989899717756979,91.6582663578318,87.5179785008495
character.ppm_16.h265,139.048828125,43.6896885929796,30.7625357027252,41.246462617109,0.98935803441793,90.9133290662312,87.1743147972441
character.ppm_17.h265,111.4990234375,54.4847821326911,30.378452464023,40.8631379360217,0.988821539899854,90.1572366906017,86.8358627688956
character.ppm_18.h265,92.6064453125,65.6001855972329,30.0126445673846,40.4979545996237,0.988305015184699,89.436394018023,86.5118038176684
character.ppm_19.h265,76.7314453125,79.1722347371234,29.6275024078909,40.1126015465253,0.987745793749438,88.6750383408335,86.1629316410945
character.ppm_20.h265,65.3935546875,92.8990636620223,29.2647821630856,39.7496021622388,0.98713686804907,87.9570362849366,85.7853714630369
character.ppm_21.h265,56.2666015625,107.968134404776,28.9034739733883,39.390599753329,0.986469154289697,87.2459857856471,85.3741225834356
character.ppm_22.h265,48.490234375,125.282958069843,28.5447710054896,39.0310518137702,0.985904264517347,86.532687763452,85.0284453356469
character.ppm_23.h265,42.041015625,144.501742160279,28.1602991421149,38.6475272033621,0.985095781084784,85.7702373778244,84.5372530072143
character.ppm_24.h265,36.5390625,166.2604233483,27.8028747891314,38.2896884897179,0.98439616450325,85.0570340177968,84.115550147415
character.ppm_25.h265,31.810546875,190.974396758151,27.4326314740044,37.9194232107168,0.983648222944349,84.3167873853506,83.6681265499399
